Id,predicted stock prices
102,282.95472138675456
103,640.7614835917166
104,728.9298825026871
105,330.5459687202839
106,296.5637265860989
107,347.20123002933724
108,119.63332889263194
109,392.9710890437723
110,253.89111722749965
111,247.95276480581185
112,376.8133385057964
113,499.91592425158984
114,368.3418176426152
115,410.8113084155024
116,316.3991713541792
117,755.9344785426949
118,744.7291719273597
119,308.6231289214088
120,388.0024568430103
121,294.5945436355929
122,219.06731076626704
123,293.4311609747998
124,325.7636920169525
125,319.8573738221111
126,316.18120074639694
127,240.4753530487826
128,505.6264944671894
129,935.8822515395544
130,366.577770749843
131,911.1820980115012
132,915.4777919962416
133,287.5948298442257
134,702.1348084023849
135,193.10674679842765
136,392.79685951688975
137,335.5920274892365
138,520.4639794380763
139,332.8553413378518
140,373.13587795565184
141,427.1227272215916
142,432.9334005942357
143,357.4311653150721
144,322.8518570741366
145,465.643593122876
146,335.71793532762024
147,367.36030423474904
148,560.565848315388
149,109.29254716889534
150,654.5380361927897
151,347.56233377739863
152,372.74991728980456
153,569.1834866458233
154,211.84541508656008
155,121.53120261786461
156,374.5584956128189
157,719.359981008455
158,728.1186336311837
159,692.6929453739517
160,251.98727945900396
161,256.6419999100691
162,861.6361083133354
163,110.13631304669326
164,111.98411028900591
165,337.1460715490881
166,391.53703326533747
167,690.3331701043529
168,977.783939918302
169,950.2234680910094
170,549.8950088619918
171,285.17932217254736
172,391.0569874331859
173,450.00322689702296
174,398.7018914888019
175,216.28357256405656
176,999.6899769773165
177,851.5450696512564
178,324.4528713390365
179,706.6155627493063
180,712.5207636846349
181,887.341613574831
182,246.29768318069944
183,706.0855876534786
184,732.9350917563563
185,378.7028449371325
186,126.445077452053
187,1049.2211887200174
188,86.86702702482165
189,936.9133982509388
190,298.4108345306911
191,667.7980849581982
192,368.146590910137
193,205.00662376400612
194,682.5759173503409
195,245.88443098707307
196,580.5009519458819
197,342.1918714221056
198,250.32602698316822
199,702.3501617097941
200,390.3393696918827
201,238.34685412930833
202,254.86698204734336
203,750.6039239204244
204,671.9204914761358
205,504.15755768807537
206,689.9032369846985
207,395.2594707724949
208,677.6865061084293
209,690.0587056329861
210,242.46114055181647
211,211.6553465938086
212,95.02062664063669
213,278.2964801978431
214,113.73818691411702
215,220.92261520250304
216,334.6261874708226
217,195.17899062296993
218,313.15848732163454
219,242.14849901134278
220,926.0435859186356
221,362.4720951657389
222,431.6683567233467
223,884.8136606673924
224,963.3409900200941
225,960.5013780103534
226,757.9755313433001
227,214.77380733369046
228,266.4891001805799
229,123.66368474781018
230,927.8251717705336
231,239.71123224962759
232,676.9213956281124
233,254.47924038176518
234,413.6330300201288
235,362.8100042287111
236,296.48700236517345
237,676.5817589165262
238,372.67230938413513
239,378.29543425282645
240,392.5871706734205
241,921.9298801952953
242,493.2372754749325
243,113.7433339258074
244,718.827462805315
245,372.4110899016439
246,387.94301494289203
247,356.8153085497085
248,1008.1113462288497
249,278.0182990168745
250,174.40960990651377
251,298.2268621764536
252,264.8849079826444
253,834.1857439400231
254,221.11587946186052
255,120.56862493215971
256,381.59408395011013
257,160.01806374135975
258,744.1417471781334
259,196.94750589278306
260,745.9260021537888
261,667.2050456627516
262,1035.5795936391778
263,315.67218083600596
264,389.717431147085
265,290.28567485970154
266,550.1252285399478
267,197.92864170065928
268,699.7161695697087
269,374.6724664913063
270,141.40211419006664
271,366.49873461938165
272,260.5591629336815
273,546.7970790958423
274,287.2047562232174
275,208.3814222023056
276,955.483732902418
277,379.2246188700224
278,296.3994941506247
279,392.51302581718807
280,242.77243823671608
281,355.67501190607044
282,291.1642004131623
283,235.89299358979406
284,676.0958355393968
285,246.31435505083698
286,252.27934088787777
287,177.15897367946502
288,333.0747410478599
289,111.93276603220613
290,295.3756598256815
291,217.01662142213456
292,401.8701875989404
293,317.0052216674118
294,390.86674682556793
295,766.9578663362
296,371.6948905258225
297,340.3813509087313
298,564.3562138014788
299,456.91377419793906
300,358.4662284594533
301,270.3349164401834
302,174.33095676053676
303,249.86068698820816
304,186.38683285568828
305,86.79426114943146
306,913.64500132237
307,213.79797657012818
308,574.3987642071063
309,389.678598676802
310,196.81469071143215
311,430.7052646055308
312,388.9849410184841
313,372.1635703587931
314,352.54246804267467
315,124.69157072670868
316,897.7192950923469
317,327.4854938065196
318,749.1092831274495
319,568.7835610234049
320,386.50965604037566
321,349.58281215237787
322,300.6459569171919
323,196.7209897261119
324,241.51196578636825
325,253.20685331938847
326,580.5843492645862
327,514.5014918083513
328,929.0269090714205
329,199.64429798616567
330,830.1310443656071
331,320.27933349823513
332,207.59673930734164
333,576.0074110527402
334,1007.3098151873662
335,663.0442716618538
336,348.99889229552036
337,327.239337813976
338,177.13020373533448
339,997.6006120393556
340,551.8504642393228
341,494.36100057208415
342,101.91516124393587
343,298.05659050859435
344,356.6475065311689
345,693.1591728980989
346,89.77690885919748
347,685.9327951068956
348,193.27328920329472
349,325.6680601571546
350,348.91300835128374
351,667.7109705564695
352,430.9950930624385
353,960.3568092244052
354,552.3314698815645
355,312.1452458809294
356,244.9795493715497
357,479.50704114726386
358,332.7971279739803
359,238.35080174869034
360,918.8148753859587
361,327.74671892777013
362,352.70525313776466
363,221.47790919976205
364,686.0016083878094
365,163.74291098882844
366,209.65571680756358
367,980.0619701844482
368,392.25150556284916
369,310.18086685517903
370,122.46308131815931
371,852.9556738565648
372,394.74100023606553
373,739.6585740547777
374,400.75790204245055
375,272.71620544158924
376,232.44657359500223
377,724.5006563947389
378,96.95772927408376
379,463.95520270159335
380,323.49003724398403
381,380.5675588214996
382,330.6301417393899
383,345.76363708651905
384,542.2864602552021
385,965.9103677620349
386,554.6312513783928
387,272.5864548890546
388,262.1084190815994
389,670.0523042967608
390,128.76258816139375
391,197.27686690889902
392,318.91941201783504
393,389.9706392434083
394,281.81387414398597
395,883.7464660489852
396,322.1862761848985
397,1012.2977847531797
398,256.88447534233467
399,387.9668438364928
400,260.14647233453974
401,405.25769725161183
402,692.8500154337319
403,441.9603538606216
404,433.92030894875984
405,417.79760640616746
406,350.22013600461383
407,372.9847220300918
408,474.0106172593161
409,324.78331169659805
410,212.66852603728324
411,301.64922201145544
412,117.36410573754938
413,287.693196247282
414,755.9151983171345
415,876.6817616793081
416,332.9005432269655
417,924.7833250769653
418,716.2575710004709
419,302.05418780739654
420,669.2171964324563
421,636.4929626930376
422,402.71039678182785
423,405.8741771493764
424,291.4567394246698
425,326.7869367648283
426,342.5451735982527
427,193.95094497027998
428,239.59707424421623
429,423.4097693106246
430,998.825360972411
431,634.5237485227358
432,178.291072363451
433,319.46263091804394
434,702.6205840488606
435,254.52414746459038
436,291.0613986666533
437,446.273379914868
438,182.6369584469229
439,742.661142058201
440,424.0375836690068
441,348.68970202600764
442,112.19624853019877
443,756.1072216190729
444,282.7566665732868
445,331.1370859185373
446,258.87179622581044
447,212.77301052624688
448,298.70380120831106
449,653.6356021879608
450,133.53290591373474
451,662.568723285113
452,111.27213002893507
453,687.3078484255008
454,364.8410968672921
455,559.6863406702488
456,692.8744474984621
457,957.1061058384835
458,375.89968722097353
459,302.8024556220669
460,568.7397872353248
461,130.12577350128765
462,732.036070119695
463,309.2182267674318
464,293.058463813789
465,247.83698181873723
466,236.28619519266528
467,243.6135593411695
468,221.35765062663972
469,221.31868205897405
470,371.0089029069304
471,905.9121681762317
472,369.0090529212732
473,252.6470828995474
474,675.8001585154816
475,220.29279120988804
476,942.8300649163675
477,677.5148430358681
478,233.2068210997769
479,344.57209183060894
480,374.5094839357438
481,326.10769242468564
482,382.43357894914266
483,188.72283052454384
484,396.4860016061554
485,250.95136670716892
486,188.88546632190406
487,359.2057447083249
488,279.4528751618591
489,368.40239518195716
490,281.92452491725635
491,180.18042904226758
492,242.41113036972638
493,337.1317798610173
494,349.0757673660503
495,694.0186111590821
496,561.1899884672823
497,363.6516926093592
498,272.265478202741
499,637.8836029142219
500,357.1806195558909
501,700.495480271383
502,371.06451058809483
503,372.26061718166704
504,299.22183490015027
505,185.71285742838614
506,131.26567574222207
507,554.5113083172885
508,247.61381873711173
509,89.01375351245048
510,852.4740750942224
511,295.34835468510596
512,858.9092479597296
513,141.4702228894085
514,484.2969550416485
515,229.8524827169055
516,1011.9986068587193
517,953.1963487119473
518,119.78450894853381
519,727.7938850454176
520,708.1609691034937
521,294.52115951355415
522,344.050693915329
523,922.4248703878363
524,954.8717092410888
525,289.6610813253285
526,665.2861481837983
527,389.8079794302796
528,363.03517945132967
529,245.5551141417423
530,369.8817054853341
531,345.136767819028
532,99.39953137656084
533,231.89289589645472
534,663.4024953188052
535,305.6571983891848
536,395.19294291399154
537,1016.291741691422
538,311.31874666134377
539,324.7441685609649
540,361.1849267744526
541,467.0923360970132
542,206.85384463133727
543,232.60766452163688
544,363.4642942419701
545,368.8576699529371
546,239.66910658106582
547,949.7762301360049
548,698.5648502604931
549,359.55378223528
550,708.1335585062282
551,370.4212842670079
552,406.05589922880915
553,949.2113742775374
554,426.0707667434042
555,429.69359998900046
556,183.06563129659412
557,289.08622594094106
558,747.4520826268172
559,120.79723338378403
560,264.4855014003265
561,384.7075682603207
562,261.3046747066543
563,676.2895912776769
564,386.7885150612484
565,336.5426753368258
566,434.0488677617211
567,322.88839310739536
568,379.0465539399821
569,215.67915234745027
570,669.9170541162416
571,689.1533374147905
572,572.3861551026362
573,549.5889877024264
574,456.2834614034187
575,334.84393677933076
576,306.6833724542122
577,321.03268098889987
578,314.5192438431482
579,241.0037246876854
580,509.6236862312376
581,371.6370309067295
582,258.79207636270894
583,385.3610573472774
584,112.70105797635819
585,987.5431842659511
586,730.7685773574328
587,420.5841856920346
588,335.98192398168936
589,289.0095825725306
590,203.2982319246894
591,719.022564056092
592,279.042066894908
593,140.53518704685888
594,222.47141093830191
595,298.4415732140495
596,946.5200700343008
597,738.4512995911227
598,393.86336142094365
599,300.08385346540217
600,338.0355852609424
601,964.2705767720257
602,514.0390963133627
603,419.63251014118543
604,372.9681984211278
605,383.9453884227695
606,116.95725222243937
607,500.80405737391527
608,942.527075683771
609,344.3408588691345
610,254.0169651004162
611,192.18633095426662
612,391.1785651769768
613,718.1265471442207
614,652.6240960570266
615,458.89555576780106
616,281.528225487712
